R,G,B,,Class
238,235,218,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
240,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
241,236,217,,1
241,234,216,,1
241,234,216,,1
241,234,216,,1
240,234,216,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,220,,1
234,231,216,,1
239,236,221,,1
239,236,221,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
239,237,222,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,236,218,,1
237,234,217,,1
237,233,214,,1
236,231,210,,1
232,225,202,,1
232,223,199,,0
234,223,198,,0
233,221,195,,0
242,228,201,,1
236,222,187,,0
223,207,171,,0
221,202,163,,0
204,182,141,,0
189,163,125,,0
183,148,129,,0
210,178,158,,0
226,204,181,,0
225,212,186,,0
225,216,188,,0
225,213,188,,0
223,206,185,,0
227,210,193,,0
234,223,207,,1
234,231,215,,1
236,232,220,,1
236,233,218,,1
236,233,218,,1
236,233,217,,1
236,233,216,,1
237,234,217,,1
237,234,215,,1
237,234,215,,1
237,235,214,,1
239,233,214,,1
239,232,214,,1
239,232,214,,1
239,233,214,,1
238,233,213,,1
239,234,212,,1
239,233,211,,1
239,233,209,,1
238,232,208,,1
240,232,207,,1
241,231,206,,1
241,231,207,,1
241,230,208,,1
239,231,208,,1
239,233,211,,1
239,232,213,,1
238,233,213,,1
235,230,210,,1
236,232,214,,1
238,235,218,,1
240,237,220,,1
240,237,220,,1
239,236,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
239,236,217,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
241,236,217,,1
242,235,217,,1
241,234,216,,1
240,233,215,,1
240,234,216,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,220,,1
237,234,219,,1
228,225,210,,0
234,231,216,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
239,237,222,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
234,232,217,,1
236,235,217,,1
236,233,214,,1
234,229,209,,1
236,230,208,,1
230,221,199,,0
234,224,201,,0
236,224,200,,1
240,227,200,,1
239,226,193,,1
230,215,180,,0
217,199,162,,0
211,190,152,,0
202,179,141,,0
205,180,145,,0
184,148,131,,0
220,190,172,,0
234,214,190,,0
236,224,197,,1
228,218,187,,0
220,205,178,,0
219,201,177,,0
231,211,194,,0
233,222,205,,0
233,230,213,,1
235,231,219,,1
235,232,217,,1
235,232,217,,1
235,232,216,,1
235,232,215,,1
238,235,218,,1
238,235,216,,1
237,234,215,,1
237,235,214,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
239,234,214,,1
239,234,212,,1
239,233,211,,1
239,233,209,,1
238,232,208,,1
239,229,205,,1
240,230,205,,1
241,231,207,,1
242,231,209,,1
241,233,210,,1
238,232,210,,1
238,231,212,,1
238,233,213,,1
239,234,214,,1
239,235,218,,1
239,236,219,,1
240,237,220,,1
241,238,221,,1
241,238,221,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
241,235,216,,1
243,236,218,,1
242,235,217,,1
239,232,214,,1
238,233,214,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
242,235,218,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,219,,1
235,232,217,,1
235,232,217,,1
237,234,219,,1
239,236,221,,1
239,236,221,,1
238,235,220,,1
238,235,220,,1
237,234,219,,1
239,237,222,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
233,231,216,,1
234,232,217,,1
237,235,220,,1
238,236,221,,1
237,235,220,,1
234,235,219,,1
236,234,219,,1
235,234,216,,1
237,232,213,,1
236,231,209,,1
235,229,206,,1
233,224,201,,0
233,223,198,,0
238,227,201,,1
241,228,197,,1
225,212,178,,0
221,206,171,,0
226,209,173,,0
196,175,138,,0
181,156,121,,0
153,122,113,,0
196,161,146,,0
227,200,181,,0
235,218,194,,0
237,227,197,,1
232,222,190,,0
227,211,181,,0
220,198,174,,0
225,204,185,,0
231,218,202,,0
229,226,211,,1
230,226,214,,1
231,228,214,,1
234,231,216,,1
235,232,217,,1
236,233,216,,1
235,232,215,,1
235,232,213,,1
235,232,213,,1
235,233,212,,1
237,231,212,,1
237,230,212,,1
237,230,212,,1
237,231,212,,1
236,231,211,,1
236,231,209,,1
237,231,209,,1
237,231,207,,1
238,232,208,,1
240,231,206,,1
241,231,206,,1
241,230,206,,1
240,229,207,,1
238,230,207,,1
239,233,211,,1
239,232,213,,1
239,234,214,,1
239,234,214,,1
239,235,218,,1
239,236,219,,1
240,237,220,,1
241,238,221,,1
241,238,221,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
240,235,216,,1
243,236,218,,1
242,235,217,,1
239,232,214,,1
238,233,214,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
242,235,218,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
238,235,220,,1
237,234,219,,1
237,234,219,,1
238,235,220,,1
240,237,222,,1
240,237,222,,1
239,236,221,,1
239,236,221,,1
238,235,220,,1
238,236,221,,1
238,236,221,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
238,236,221,,1
234,235,221,,1
234,235,219,,1
235,234,216,,1
236,233,214,,1
236,231,211,,1
235,229,208,,1
232,225,203,,1
231,223,200,,0
237,226,202,,1
237,226,196,,1
236,225,192,,1
231,221,186,,0
220,206,171,,0
187,169,134,,0
192,170,135,,0
149,122,112,,0
189,159,143,,0
221,198,179,,0
229,214,189,,0
230,220,189,,0
218,209,175,,0
205,189,157,,0
204,181,153,,0
218,196,175,,0
231,217,202,,0
228,224,210,,0
231,227,215,,1
232,229,214,,1
232,229,214,,1
233,230,214,,1
234,231,214,,1
235,232,215,,1
235,232,213,,1
236,233,214,,1
237,235,214,,1
238,232,213,,1
238,231,213,,1
238,231,213,,1
238,231,213,,1
237,232,212,,1
234,229,207,,1
236,230,208,,1
237,231,207,,1
237,231,207,,1
240,232,207,,1
241,231,206,,1
240,230,206,,1
239,228,206,,1
236,228,205,,1
239,233,211,,1
240,233,214,,1
239,234,214,,1
240,235,215,,1
239,236,217,,1
239,236,219,,1
240,237,220,,1
241,238,221,,1
241,238,221,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
240,235,216,,1
242,235,217,,1
242,235,217,,1
239,232,214,,1
239,234,215,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,235,218,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
239,236,221,,1
238,235,220,,1
238,235,220,,1
239,236,221,,1
241,238,223,,1
240,237,222,,1
240,237,222,,1
239,236,221,,1
239,236,221,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
239,237,222,,1
238,236,221,,1
236,234,219,,1
237,235,220,,1
239,237,222,,1
235,236,222,,1
234,235,221,,1
235,235,218,,1
236,233,215,,1
236,232,212,,1
235,230,209,,1
231,225,203,,0
230,222,199,,0
235,225,201,,1
238,227,199,,1
236,226,195,,1
230,220,189,,0
225,214,180,,0
197,182,146,,0
197,177,141,,0
198,172,135,,0
153,129,119,,0
201,175,158,,0
223,203,184,,0
226,213,187,,0
225,217,185,,0
213,204,168,,0
197,182,148,,0
196,173,144,,0
211,189,167,,0
220,207,192,,0
218,215,201,,0
224,220,208,,0
225,222,208,,0
227,224,209,,0
229,226,210,,1
231,228,211,,1
233,230,213,,1
234,231,212,,1
235,232,213,,1
236,234,213,,1
238,232,213,,1
238,231,213,,1
238,231,213,,1
238,231,213,,1
237,232,212,,1
235,230,208,,1
236,230,208,,1
236,230,206,,1
237,231,207,,1
238,230,205,,1
240,230,205,,1
239,229,205,,1
239,228,206,,1
237,229,206,,1
240,234,212,,1
240,233,214,,1
240,235,215,,1
240,235,215,,1
240,236,217,,1
239,236,219,,1
240,237,220,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
239,235,216,,1
241,234,216,,1
242,235,217,,1
240,233,215,,1
240,235,216,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,218,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,221,,1
238,235,220,,1
238,235,220,,1
239,236,221,,1
240,237,222,,1
240,237,222,,1
239,236,221,,1
238,235,220,,1
238,235,220,,1
236,234,219,,1
236,234,219,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
236,234,219,,1
237,235,220,,1
237,235,220,,1
237,237,221,,1
235,237,223,,1
235,236,222,,1
234,235,219,,1
236,235,217,,1
237,233,214,,1
236,231,211,,1
231,225,203,,0
230,222,199,,0
233,225,200,,1
237,226,199,,1
234,225,195,,0
227,218,187,,0
228,218,186,,0
200,186,151,,0
187,168,132,,0
182,156,118,,0
140,106,68,,0
179,155,145,,0
213,190,173,,0
223,207,187,,0
219,209,183,,0
219,210,180,,0
216,206,171,,0
206,192,157,,0
202,182,153,,0
206,185,163,,0
206,191,173,,0
209,200,185,,0
213,206,194,,0
214,210,196,,0
222,215,202,,0
229,222,208,,0
231,225,209,,1
230,226,207,,1
230,227,208,,1
231,229,209,,1
231,231,209,,1
236,229,210,,1
237,229,210,,1
236,229,210,,1
236,229,210,,1
236,230,208,,1
238,232,208,,1
238,231,207,,1
237,230,205,,1
236,229,203,,1
236,229,202,,1
238,228,201,,1
239,229,204,,1
238,231,207,,1
238,232,208,,1
240,234,212,,1
240,234,215,,1
240,235,216,,1
241,236,217,,1
239,236,219,,1
239,236,219,,1
240,237,220,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
241,238,221,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,219,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,220,,1
240,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
240,234,214,,1
241,234,215,,1
242,235,216,,1
240,233,214,,1
240,235,216,,1
241,236,217,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,218,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,221,,1
239,236,221,,1
237,234,220,,1
238,235,220,,1
239,236,222,,1
239,236,222,,1
239,236,222,,1
238,235,221,,1
238,235,220,,1
237,234,219,,1
236,233,216,,1
236,233,216,,1
238,234,218,,1
237,234,219,,1
233,231,215,,1
234,232,217,,1
237,235,220,,1
238,236,221,,1
237,235,220,,1
237,237,223,,1
236,236,222,,1
236,236,220,,1
236,235,217,,1
236,234,214,,1
237,231,211,,1
232,226,204,,1
230,222,200,,0
234,224,200,,0
234,222,197,,0
239,229,202,,1
232,223,194,,0
223,214,181,,0
213,201,165,,0
194,175,138,,0
174,147,110,,0
139,104,66,,0
161,133,124,,0
208,186,171,,0
226,214,192,,0
227,217,193,,0
229,218,192,,0
224,213,185,,0
208,194,165,,0
198,183,154,,0
195,179,154,,0
200,182,160,,0
209,189,170,,0
208,196,182,,0
205,197,185,,0
206,196,184,,0
215,204,191,,0
220,211,195,,0
225,218,199,,0
224,221,200,,0
230,231,207,,1
232,235,210,,1
234,229,206,,1
239,228,208,,1
238,227,206,,1
237,226,205,,1
240,229,207,,1
240,230,205,,1
240,230,205,,1
240,230,203,,1
240,230,203,,1
238,230,201,,1
238,231,201,,1
239,233,204,,1
240,235,206,,1
240,234,210,,1
240,235,213,,1
240,235,216,,1
239,236,219,,1
240,237,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,237,218,,1
239,236,217,,1
240,237,218,,1
241,238,219,,1
241,238,219,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
241,238,219,,1
240,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
240,239,221,,1
239,238,220,,1
239,236,219,,1
239,236,217,,1
240,235,216,,1
240,235,215,,1
241,234,215,,1
241,235,214,,1
241,235,212,,1
240,234,210,,1
241,235,211,,1
242,236,214,,1
241,236,214,,1
241,236,216,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
238,235,216,,1
237,234,215,,1
241,238,219,,1
240,237,218,,1
238,235,216,,1
239,236,217,,1
238,236,215,,1
238,235,216,,1
238,235,216,,1
238,235,218,,1
239,236,219,,1
239,236,221,,1
239,236,221,,1
239,236,222,,1
239,235,223,,1
237,233,222,,1
237,233,222,,1
240,236,225,,1
240,236,225,,1
240,236,225,,1
239,235,224,,1
239,235,224,,1
238,234,223,,1
238,234,222,,1
241,235,216,,1
237,230,212,,1
251,246,228,,1
247,241,225,,1
238,235,218,,1
236,234,218,,1
237,235,220,,1
237,235,220,,1
237,233,221,,1
241,233,222,,1
240,234,222,,1
237,234,219,,1
235,234,214,,1
236,234,213,,1
237,233,212,,1
237,230,208,,1
236,225,203,,1
233,221,199,,0
238,225,205,,1
235,225,199,,1
233,226,197,,1
229,221,188,,0
221,209,172,,0
212,192,154,,0
175,146,109,,0
149,110,74,,0
154,109,77,,0
168,140,131,,0
206,184,169,,0
221,208,186,,0
221,211,186,,0
226,215,189,,0
221,208,180,,0
205,191,162,,0
197,183,155,,0
183,167,142,,0
173,155,133,,0
189,172,152,,0
193,180,162,,0
192,180,162,,0
191,179,161,,0
194,180,162,,0
204,190,171,,0
217,205,184,,0
216,208,185,,0
226,221,197,,0
228,226,201,,0
230,223,201,,0
236,225,205,,1
237,226,205,,1
237,226,204,,1
239,228,206,,1
239,229,204,,1
239,229,204,,1
239,229,202,,1
239,229,202,,1
237,229,201,,1
237,230,201,,1
238,232,203,,1
238,233,206,,1
239,233,209,,1
240,235,213,,1
240,235,216,,1
239,236,219,,1
240,237,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,237,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
241,238,219,,1
240,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
240,239,221,,1
239,238,220,,1
239,236,219,,1
239,236,217,,1
240,235,216,,1
240,235,215,,1
241,234,215,,1
241,235,214,,1
241,235,212,,1
240,234,210,,1
241,235,211,,1
242,236,214,,1
241,236,214,,1
241,236,216,,1
242,235,217,,1
242,235,217,,1
242,235,217,,1
241,236,217,,1
240,237,218,,1
239,236,217,,1
238,235,216,,1
238,235,216,,1
237,234,215,,1
241,238,219,,1
240,237,218,,1
238,235,216,,1
238,236,216,,1
236,234,213,,1
237,234,215,,1
239,236,217,,1
240,237,220,,1
239,236,219,,1
239,236,221,,1
239,236,221,,1
239,236,222,,1
239,235,223,,1
239,235,223,,1
238,234,222,,1
240,236,224,,1
239,235,223,,1
239,235,223,,1
239,235,223,,1
238,234,222,,1
238,234,222,,1
238,234,219,,1
244,238,219,,1
217,210,192,,0
187,182,163,,0
188,182,166,,0
230,227,210,,1
237,235,219,,1
237,235,220,,1
236,234,219,,1
234,231,218,,1
240,233,221,,1
239,233,221,,1
236,233,218,,1
234,233,214,,1
236,234,213,,1
237,233,212,,1
237,230,208,,1
236,225,203,,1
233,221,199,,0
236,224,202,,1
238,228,203,,1
232,225,197,,0
235,226,194,,1
233,221,185,,0
221,202,165,,0
162,133,96,,0
156,119,83,,0
131,88,54,,0
167,138,129,,0
203,180,165,,0
228,213,192,,0
221,209,185,,0
226,214,189,,0
225,213,186,,0
217,203,174,,0
197,183,155,,0
179,163,138,,0
166,150,127,,0
174,157,136,,0
177,163,135,,0
169,155,127,,0
181,165,138,,0
183,164,139,,0
178,159,134,,0
185,169,144,,0
201,188,163,,0
211,201,176,,0
224,216,191,,0
230,219,198,,0
235,224,204,,1
238,227,206,,1
238,227,205,,1
240,229,207,,1
239,229,204,,1
239,229,204,,1
239,229,202,,1
239,229,202,,1
237,229,201,,1
237,230,202,,1
238,231,205,,1
238,232,207,,1
239,233,209,,1
240,235,214,,1
240,235,216,,1
239,236,217,,1
240,237,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
240,238,219,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
240,237,218,,1
239,236,217,,1
239,236,217,,1
240,237,218,,1
241,238,219,,1
240,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
240,239,221,,1
239,238,220,,1
239,236,219,,1
239,236,217,,1
240,235,216,,1
240,235,215,,1
241,234,215,,1
241,235,214,,1
241,235,212,,1
240,234,210,,1
